id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
27733;male;46;no;2;yes;29954;243;not-interested
27734;male;24;no;1;yes;33165;288;not-interested
27735;male;21;yes;1;no;26359;83;not-interested
27736;female;22;yes;1;no;35255;212;not-interested
27737;male;68;no;2;yes;34952;121;interested
27738;male;29;yes;1;no;27801;210;not-interested
27739;female;69;yes;2;no;46437;105;not-interested
27740;female;24;no;1;yes;30913;80;not-interested
27741;female;22;no;1;no;82420;233;not-interested
27742;female;23;no;1;yes;2630;57;not-interested
27743;female;44;yes;2;no;37037;216;not-interested
27744;female;25;yes;1;no;32273;51;not-interested
27745;female;23;yes;1;no;26518;84;not-interested
27746;male;25;yes;1;no;45487;89;not-interested
27747;male;22;yes;1;no;26097;94;not-interested
27748;male;40;yes;2;yes;2630;86;not-interested
27749;male;30;yes;1;no;26727;113;not-interested
27750;female;21;no;1;no;2630;99;not-interested
27751;male;22;no;1;no;34541;118;not-interested
27752;female;30;yes;1;yes;35102;153;not-interested
27753;male;23;no;1;yes;41749;190;interested
27754;male;51;yes;2;no;34465;38;not-interested
27755;female;30;yes;1;no;30385;102;not-interested
27756;male;52;yes;2;yes;34373;186;not-interested
27757;male;45;no;2;yes;48188;109;interested
27758;male;26;yes;1;no;38748;190;not-interested
27759;male;43;no;2;yes;32972;252;interested
27760;male;26;yes;1;no;51501;189;not-interested
27761;male;22;yes;1;no;29405;128;not-interested
27762;male;23;yes;1;no;24401;128;not-interested
27763;female;26;yes;1;no;28753;11;not-interested
27764;male;49;no;2;no;2630;53;not-interested
27765;female;21;no;1;yes;29366;33;not-interested
27766;female;36;no;2;no;2630;268;not-interested
27767;female;41;no;2;yes;32638;28;not-interested
27768;male;22;yes;1;no;25448;221;not-interested
27769;male;43;no;2;yes;58398;133;interested
27770;male;22;yes;1;no;37863;259;not-interested
27771;male;51;no;3;yes;51005;195;not-interested
27772;female;55;yes;2;no;24219;36;not-interested
27773;female;41;yes;2;no;29512;90;not-interested
27774;male;54;yes;2;no;31114;107;not-interested
27775;male;24;yes;1;no;28593;181;not-interested
27776;male;49;no;2;yes;27146;195;interested
27777;male;26;no;1;no;27685;66;not-interested
27778;male;48;no;2;no;35758;60;not-interested
27779;male;34;no;2;yes;43335;139;not-interested
27780;male;57;yes;2;no;38751;218;not-interested
27781;female;27;yes;1;yes;27802;230;not-interested
27782;male;24;yes;1;no;31604;209;not-interested
27783;male;22;yes;1;no;27042;33;not-interested
27784;female;24;no;1;no;26390;82;not-interested
27785;female;45;no;2;yes;38193;138;not-interested
27786;female;24;yes;1;no;34344;24;not-interested
27787;female;73;no;2;yes;34386;170;not-interested
27788;male;53;no;2;yes;24881;279;not-interested
27789;male;22;yes;1;no;27120;36;not-interested
27790;male;24;no;1;no;39411;235;not-interested
27791;female;25;yes;1;no;31590;58;not-interested
27792;male;31;no;1;no;31064;91;not-interested
27793;male;46;no;2;yes;2630;85;interested
27794;female;43;yes;2;no;36444;76;not-interested
27795;female;25;yes;1;no;36343;229;not-interested
27796;female;42;no;2;yes;48138;125;not-interested
27797;female;30;yes;1;no;29396;294;not-interested
27798;male;33;no;1;yes;39897;126;interested
27799;female;25;yes;1;no;18165;142;not-interested
27800;female;22;yes;1;no;29773;165;not-interested
27801;male;27;no;2;yes;87128;243;interested
27802;male;40;no;2;yes;43685;32;not-interested
27803;female;25;yes;1;no;39503;286;not-interested
27804;female;62;no;3;yes;33284;199;not-interested
27805;female;53;yes;2;no;35412;109;not-interested
27806;female;29;yes;1;no;44631;31;not-interested
27807;male;56;no;2;yes;2630;278;interested
27808;female;28;yes;1;no;33149;126;not-interested
27809;male;29;yes;1;no;2630;117;not-interested
27810;female;32;yes;2;no;2630;218;not-interested
27811;female;54;no;2;yes;26679;184;not-interested
27812;female;66;no;2;yes;32703;15;not-interested
27813;male;45;no;2;yes;24063;218;interested
27814;female;57;yes;2;no;38117;133;not-interested
27815;male;36;no;2;yes;38705;111;not-interested
27816;female;25;yes;1;no;36509;14;not-interested
27817;female;24;yes;1;no;43532;284;not-interested
27818;male;75;no;2;yes;28964;169;not-interested
27819;female;44;no;2;yes;34554;148;interested
27820;female;78;no;2;yes;2630;18;not-interested
27821;male;43;yes;2;no;42721;50;not-interested
27822;female;33;no;1;yes;2630;63;not-interested
27823;female;23;yes;1;no;40425;26;not-interested
27824;male;54;no;2;yes;56046;175;not-interested
27825;male;42;no;2;yes;41952;225;interested
27826;male;57;no;2;yes;28581;241;not-interested
27827;male;39;no;2;yes;34094;169;not-interested
27828;male;53;no;2;yes;46508;70;interested
27829;male;44;no;2;yes;40192;221;interested
27830;male;45;no;2;yes;29346;256;interested
27831;female;37;no;2;yes;2630;123;not-interested
27832;male;54;no;2;yes;25125;121;not-interested
27833;female;54;yes;2;no;32105;10;not-interested
27834;male;26;no;1;no;27579;136;not-interested
27835;male;27;no;1;yes;53963;115;interested
27836;male;34;yes;1;no;28389;160;not-interested
27837;female;28;yes;1;no;34289;13;not-interested
27838;male;27;yes;1;no;26643;53;not-interested
27839;male;54;no;3;yes;25610;176;interested
27840;male;51;no;1;yes;2630;28;not-interested
27841;male;32;no;2;yes;42113;63;not-interested
27842;female;30;yes;1;no;23761;131;not-interested
27843;female;53;no;2;yes;45190;42;interested
27844;female;38;no;2;yes;20611;264;not-interested
27845;female;61;no;2;yes;45460;139;not-interested
27846;female;22;no;2;yes;42948;233;not-interested
27847;female;24;yes;1;no;37311;240;not-interested
27848;male;56;no;2;yes;30984;104;not-interested
27849;female;23;yes;1;no;26416;210;not-interested
27850;male;72;yes;2;no;41419;45;not-interested
27851;male;39;yes;2;no;30784;32;not-interested
27852;male;56;no;2;yes;43556;148;not-interested
27853;male;42;no;2;yes;44642;63;not-interested
27854;female;22;yes;1;no;35469;182;not-interested
27855;male;20;no;1;yes;21472;98;not-interested
27856;male;23;yes;1;no;37287;242;not-interested
27857;male;48;no;2;yes;2630;53;not-interested
27858;male;43;yes;2;no;34334;99;not-interested
27859;female;22;yes;1;no;28015;193;not-interested
27860;female;43;no;2;yes;33648;41;not-interested
27861;male;45;yes;2;no;2630;293;not-interested
27862;male;24;yes;1;no;28775;126;not-interested
27863;female;26;yes;1;no;32285;244;not-interested
27864;male;61;yes;2;no;23847;30;not-interested
27865;male;23;yes;1;no;51089;202;not-interested
27866;male;51;no;2;yes;38384;140;not-interested
27867;male;57;yes;2;no;41212;55;not-interested
27868;female;25;no;1;yes;30326;44;not-interested
27869;male;46;no;2;yes;36997;296;not-interested
27870;female;53;no;2;yes;38655;276;not-interested
27871;female;55;no;2;yes;22981;211;not-interested
27872;male;67;no;2;yes;43732;189;not-interested
27873;male;23;yes;1;no;2630;174;not-interested
27874;female;74;no;2;yes;2630;206;not-interested
27875;female;23;no;1;yes;31141;21;not-interested
27876;female;64;yes;2;no;37670;227;not-interested
27877;female;24;yes;1;no;23847;93;not-interested
27878;female;44;no;2;yes;32074;28;interested
27879;male;55;no;2;yes;42055;171;not-interested
27880;female;65;yes;2;no;27941;42;not-interested
27881;female;33;yes;2;yes;2630;299;not-interested
27882;female;44;yes;2;no;40080;89;not-interested
27883;female;22;yes;1;no;2630;173;not-interested
27884;male;34;no;2;no;23693;284;not-interested
27885;female;26;yes;1;no;32510;231;not-interested
27886;male;62;no;3;yes;40740;17;not-interested
27887;male;50;no;2;yes;44694;198;not-interested
27888;male;29;no;1;yes;48353;146;not-interested
27889;male;29;yes;1;no;40710;250;not-interested
27890;female;26;yes;1;no;24411;277;not-interested
27891;female;27;yes;1;no;28738;196;not-interested
27892;male;23;yes;1;no;68003;89;not-interested
27893;male;51;no;2;yes;2630;138;not-interested
27894;female;28;yes;1;no;35898;298;not-interested
27895;female;63;no;2;yes;37507;39;not-interested
27896;male;31;no;1;yes;45687;237;interested
27897;female;43;no;2;no;55837;172;not-interested
27898;male;51;no;2;yes;2630;247;interested
27899;male;35;no;2;yes;31018;276;not-interested
27900;female;21;no;1;yes;42884;158;not-interested
27901;male;29;no;1;yes;2630;252;not-interested
27902;female;25;yes;1;no;2630;146;not-interested
27903;male;38;no;2;yes;34928;260;not-interested
27904;male;69;yes;2;no;24529;298;not-interested
27905;female;45;no;2;yes;98979;53;interested
27906;male;64;no;2;yes;23766;269;not-interested
27907;female;40;no;2;yes;32136;195;not-interested
27908;male;24;yes;1;no;31611;114;not-interested
27909;male;52;no;2;yes;48686;85;interested
27910;male;55;no;2;yes;21322;238;not-interested
27911;male;50;no;3;yes;45652;15;interested
27912;female;49;yes;2;no;34391;63;not-interested
27913;female;24;no;1;yes;44758;262;not-interested
27914;male;21;no;1;no;32583;170;not-interested
27915;female;26;no;1;yes;45063;250;not-interested
27916;female;74;yes;2;no;30044;120;not-interested
27917;female;45;no;2;yes;41271;96;interested
27918;male;53;yes;2;no;2630;91;not-interested
27919;female;20;yes;1;no;39575;158;not-interested
27920;male;23;yes;1;no;24554;145;not-interested
27921;female;31;no;2;yes;29400;192;interested
27922;female;30;yes;1;no;58123;285;not-interested
27923;female;30;yes;1;no;22876;269;not-interested
27924;male;45;no;2;yes;29805;152;not-interested
27925;male;46;no;3;yes;39564;163;interested
27926;male;35;yes;2;yes;33045;123;interested
27927;male;60;no;2;yes;19467;51;not-interested
27928;female;23;yes;1;no;35846;277;not-interested
27929;male;41;yes;2;no;2630;260;not-interested
27930;male;41;no;2;yes;44386;185;not-interested
27931;female;46;no;3;yes;2630;248;not-interested
27932;male;21;yes;1;yes;39333;37;not-interested
27933;male;38;yes;2;no;43735;91;not-interested
27934;female;56;no;2;yes;24703;202;not-interested
27935;male;45;yes;2;no;48988;171;not-interested
27936;female;24;yes;1;no;20489;260;not-interested
27937;female;63;no;2;yes;28362;14;not-interested
27938;male;24;yes;1;no;31518;194;not-interested
27939;female;25;yes;1;no;40110;161;not-interested
27940;female;23;no;1;yes;32427;47;interested
27941;female;41;yes;2;no;37351;180;not-interested
27942;female;27;yes;1;no;2630;136;not-interested
27943;male;35;no;2;yes;40941;184;interested
27944;male;54;no;2;yes;48893;124;not-interested
27945;female;25;yes;1;no;35190;59;not-interested
27946;male;45;yes;2;no;92575;197;not-interested
27947;female;23;no;1;yes;27689;178;not-interested
27948;female;25;no;1;yes;32936;177;not-interested
27949;male;45;no;2;yes;45000;58;not-interested
27950;female;54;no;2;yes;43392;279;not-interested
27951;male;25;yes;1;no;30471;66;not-interested
27952;female;79;no;2;yes;43382;77;interested
27953;male;39;no;2;yes;23346;110;interested
27954;female;71;yes;2;yes;32137;159;not-interested
27955;female;45;no;2;yes;2630;71;not-interested
27956;male;23;yes;1;no;31922;286;not-interested
27957;female;29;yes;1;no;34641;10;not-interested
27958;male;32;no;1;yes;2630;171;interested
27959;male;22;yes;1;no;46715;218;not-interested
27960;female;21;yes;1;no;43918;247;not-interested
27961;male;43;no;2;yes;37313;109;not-interested
27962;female;73;yes;2;yes;45124;267;not-interested
27963;male;58;no;2;yes;24803;215;not-interested
27964;female;53;no;2;yes;48257;128;not-interested
27965;female;25;yes;1;no;51019;21;not-interested
27966;male;26;no;1;yes;35769;236;not-interested
27967;male;64;no;2;yes;33231;196;not-interested
27968;male;41;no;2;yes;2630;132;not-interested
27969;female;38;no;2;yes;25190;191;not-interested
27970;male;25;yes;1;no;99851;269;not-interested
27971;female;24;yes;1;no;32768;278;not-interested
27972;female;45;no;2;yes;39946;258;not-interested
27973;male;60;yes;2;no;33952;246;not-interested
27974;female;33;no;2;yes;23316;48;not-interested
27975;male;68;no;2;yes;29799;297;not-interested
27976;male;22;yes;1;no;34750;217;not-interested
27977;male;37;no;2;yes;26917;77;interested
27978;male;26;no;2;yes;39769;92;not-interested
27979;male;74;no;3;yes;38452;43;not-interested
27980;male;52;no;2;yes;31679;22;interested
27981;male;51;no;2;yes;32941;91;interested
27982;female;24;no;1;yes;35365;262;not-interested
27983;female;28;yes;1;no;22961;88;not-interested
27984;female;48;no;2;yes;2630;269;not-interested
27985;female;45;no;2;yes;39799;258;not-interested
27986;male;53;no;2;yes;50053;193;not-interested
27987;female;38;no;2;yes;35683;246;not-interested
27988;female;44;yes;2;no;40307;282;not-interested
27989;male;26;yes;1;no;29287;54;not-interested
27990;female;23;yes;1;no;28225;170;not-interested
27991;female;55;no;2;yes;38784;290;interested
27992;female;27;yes;1;no;29909;134;not-interested
27993;male;23;no;1;yes;25263;220;not-interested
27994;male;24;yes;1;no;20570;221;not-interested
27995;male;40;yes;2;no;2630;135;not-interested
27996;male;25;yes;1;no;28730;219;not-interested
27997;female;43;no;2;yes;2630;299;not-interested
27998;female;42;no;2;yes;33086;63;not-interested
27999;male;49;no;2;no;26358;88;not-interested
28000;female;24;no;1;yes;2630;78;not-interested
28001;female;44;yes;2;no;29797;123;not-interested
28002;female;71;yes;2;no;36785;193;not-interested
28003;female;28;yes;1;no;32242;11;not-interested
28004;female;20;no;1;yes;29774;104;not-interested
28005;male;59;yes;2;yes;32060;97;not-interested
28006;female;67;no;3;yes;46028;112;not-interested
28007;male;26;no;1;no;2630;32;not-interested
28008;male;59;yes;2;no;47202;203;not-interested
28009;male;22;yes;1;no;32753;226;not-interested
28010;male;73;yes;2;yes;28749;129;not-interested
28011;male;65;no;2;yes;2630;105;interested
28012;male;21;yes;1;no;33768;21;not-interested
28013;female;24;yes;1;no;29297;80;not-interested
28014;male;57;no;2;yes;2630;264;not-interested
28015;female;25;yes;1;no;40640;41;not-interested
28016;male;24;yes;1;no;29531;29;not-interested
28017;male;20;yes;1;no;25191;189;not-interested
28018;male;25;yes;1;no;31019;94;not-interested
28019;female;31;no;1;yes;18870;210;not-interested
28020;male;25;no;1;yes;20168;135;not-interested
28021;male;44;no;2;yes;38977;31;not-interested
28022;female;26;yes;1;no;2630;39;not-interested
28023;male;29;no;1;yes;20969;138;interested
28024;male;48;yes;2;no;36280;128;not-interested
28025;male;56;no;2;yes;41456;207;not-interested
28026;female;25;yes;1;no;38502;276;not-interested
28027;female;23;no;1;yes;26231;263;not-interested
28028;male;27;no;1;yes;34528;262;not-interested
28029;female;41;no;2;yes;29404;122;not-interested
28030;male;55;no;2;yes;2630;24;not-interested
28031;female;24;no;1;no;30379;218;not-interested
28032;female;40;no;2;yes;2630;202;not-interested
28033;male;23;no;1;no;48449;248;not-interested
28034;male;43;no;2;yes;39280;264;interested
28035;male;26;no;1;yes;49965;296;not-interested
28036;female;39;yes;2;no;2630;91;not-interested
28037;female;49;no;2;yes;30723;93;not-interested
28038;male;47;no;3;yes;70172;166;not-interested
28039;female;25;yes;1;no;2630;13;not-interested
28040;male;53;no;2;yes;43144;210;interested
28041;male;38;no;2;yes;2630;297;not-interested
28042;male;62;yes;2;no;28990;193;not-interested
28043;female;33;no;2;yes;29422;184;interested
28044;male;40;no;2;no;28531;99;not-interested
28045;male;21;no;1;yes;53646;221;not-interested
28046;female;21;yes;1;no;18765;171;not-interested
28047;male;62;no;2;yes;2630;185;interested
28048;female;73;no;2;yes;31041;239;interested
28049;female;23;yes;1;no;27246;98;not-interested
28050;male;47;no;3;yes;49171;29;not-interested
28051;female;31;no;2;yes;26904;21;interested
28052;male;27;yes;1;no;39327;245;not-interested
28053;male;22;yes;1;no;37301;207;not-interested
28054;male;46;yes;2;no;34808;34;not-interested
28055;male;27;yes;1;no;44658;299;not-interested
28056;male;48;no;2;yes;41372;264;interested
28057;male;68;no;2;yes;60329;261;not-interested
28058;female;24;no;1;no;33997;44;not-interested
28059;female;64;yes;2;no;49998;45;not-interested
28060;male;43;no;2;yes;41780;296;interested
28061;male;27;no;1;yes;26889;157;not-interested
28062;male;61;yes;2;no;37537;234;not-interested
28063;male;48;no;3;yes;50498;269;not-interested
28064;female;27;yes;1;no;26368;155;not-interested
28065;male;60;no;2;yes;31692;32;not-interested
28066;male;37;no;2;yes;39113;235;not-interested
28067;female;55;no;3;yes;48518;42;interested
28068;female;37;no;2;yes;39752;292;not-interested
28069;male;52;no;2;yes;2630;218;not-interested
28070;female;42;yes;2;no;34102;47;not-interested
28071;male;31;yes;1;no;31558;283;not-interested
28072;male;50;no;2;yes;2630;291;not-interested
28073;male;20;yes;1;no;2630;71;not-interested
28074;male;23;yes;1;no;30830;250;not-interested
28075;male;38;no;2;yes;58035;290;not-interested
28076;male;35;no;2;no;30478;134;not-interested
28077;male;40;yes;2;no;2630;295;not-interested
28078;male;70;no;2;yes;2630;231;not-interested
28079;female;25;yes;1;no;27944;129;not-interested
28080;female;46;no;2;no;37626;42;not-interested
28081;female;43;yes;2;no;30969;238;not-interested
28082;female;26;yes;1;yes;2630;245;not-interested
28083;male;44;no;2;no;23694;64;not-interested
28084;female;53;no;2;no;37041;159;not-interested
