Tom has two girlfriends.	Tom tiene dos novias.
I understand.	Entiendo.
He has a job in the Treasury Department.	Tiene un destino en el ministerio de Hacienda.
You're too naive.	Eres demasiado ingenuo.
Governments usually resort to price control when inflation has reached a certain level.	Los gobiernos suelen recurrir al control de precios cuando la inflacion ha alcanzado un cierto nivel.
It is extremely hot and humid in Bali in December.	Bali es tremendamente caluroso y humedo en diciembre.
I just wanted to remind you to call Tom.	Solo queria recordarte de llamar a Tom.
He tried to get rid of the ants.	El intento librarse de las hormigas.
If it snows on the mountain, it is cold in the valley.	Cuando nieva en la montana, hace frio en el valle.
I'm Tom's grandfather.	Soy el abuelo de Tomas.
A true scientist wouldn't think like that.	Un autentico cientifico no pensaria asi.
Tom is the only person Mary knows who enjoys opera.	Tom es la unica persona que Mary conoce que disfruta de la opera.
Tom doesn't seem to be babbling.	Tom no parece estar chismorreando.
Tom fell.	Tom se cayo.
The cake was all eaten up before I got home.	Para cuando llegue a casa ya se habian terminado la tarta.
I don't like being treated like a child.	No me gusta que me traten como a un nino.
I was surprised to hear her voice in the next room.	Me sorprendio oir su voz en la habitacion de al lado.
Let's end this fast.	Terminemos esto rapido.
Don't judge by appearances.	No juzgues por las apariencias.
I truly doubt it.	De verdad lo dudo.
She accepted his offer.	Ella acepto su propuesta.
I have a pain in my chest.	Tengo dolores en el pecho.
Tom knows who crashed into Mary's car.	Tom sabe quien choco contra el coche de Mary.
Tom says that he'll pick Mary up at 2:30.	Tom dice que va a pasar a buscar a Mary a las 2:30.
Have you seen a brown wallet around here?	¿Has visto por aqui una cartera marron?
Tom got a new pair of glasses.	Tom obtuvo unos lentes nuevos.
It might snow this evening.	Puede que nieve esta tarde.
Tom stood by himself next to the lamppost.	Tom estaba parado solito junto al poste de luz.
Leave Tom.	Dejalo a Tomas.
You don't look like your dad.	Ustedes no se parecen a su padre.
I need a cab.	Necesito un taxi.
One thing that won't change is how much I love you.	Una cosa que no cambiara es todo lo que te amo.
They agreed on everything.	Estuvieron de acuerdo en todo.
We are calling the police.	Estamos llamando a la Policia.
Don't make me ask you again.	No me hagas preguntartelo otra vez.
I'm sure that you will succeed.	Estoy segura de que lo lograras.
Tom, Mary and John were all there.	Tom, Mary y John estaban todos alli.
I forgot about that.	Se me olvido.
Tom licked his fingers.	Tomas se chupo los dedos.
Tom might get lost.	Tom quizas podria perderse.
Hurry up. You'll be late for school.	Apurate. Vas a llegar tarde a la escuela.
Come along with us.	Vengan con nosotras.
She wants to buy her boyfriend a present.	Ella quiere comprarle un regalo a su novio.
Two seats remained vacant.	Quedaban dos asientos libres.
My wife is preparing dinner right now.	Mi esposa esta preparando la cena ahora mismo.
I like bright colors.	Me gustan los colores brillantes.
Don't worry about my dog. He won't do you any harm.	No te preocupes por mi perro. No te hara ningun dano.
The mailman comes around every three days.	El cartero pasa cada tres dias.
She has some money of her own.	Ella tiene algun dinero propio.
We will talk to her before she leaves the office.	Hablaremos con ella antes de que deje la oficina.
All is quiet.	Todo esta en silencio.
Tom is Mary's long-time boyfriend.	Tom es el antiguo novio de Mary.
Are you in a rush?	¿Vas apresurado?
We're not interested.	No estamos interesados.
Are all the doors locked?	¿Todas las puertas estan cerradas con llave?
This is my plan.	Este es mi plan.
Tom sprained his ankle.	Tom se torcio el tobillo.
I need to know what you know.	Necesito saber que sabes.
Tom saw Mary yesterday.	Tom vio a Maria ayer.
That's them.	Son ellos.
I want a box three times as large as this.	Quiero una caja que sea el triple de grande que esta.
Everything is clear.	Todo esta claro.
She was asked to give him some money.	Le pidieron que le diera algo de dinero.
I wouldn't be too surprised if this song became a hit.	No me sorprenderia demasiado si esta cancion se volviera un exito.
There are errors in this phone bill.	Hay problemas en esta cuenta de telefono.
Don't expose it to the rain.	No lo expongas a la lluvia.
I'll forgive you just this once.	Te perdonare solo esta vez.
Did Tom tell you about what he and Mary did last weekend?	¿Te conto Tom lo que el y Mary hicieron el fin de semana pasado?
You're free to leave.	Eres libre de marcharte.
I searched my pockets for the wallet.	Busque la billetera en mis bolsillos.
They cheated me.	Me enganaron.
I want a puppy.	Quiero un perrito.
I guess I can't blame you after last night.	Supongo que no puedo culparte despues de lo de anoche.
She is writing a new book this year.	Esta escribiendo un libro este ano.
He knows how to interrogate people.	El sabe como interrogar a las personas.
I have no idea what you mean.	No tengo idea de que te refieres.
I don't recognize any of the people in the picture.	No reconozco a ninguno de los que aparecen en la foto.
Tom isn't a good worker.	Tomas no es un buen trabajador.
Nobody cares for me.	A nadie le importo.
I'd like to talk to one of your guests.	Quisiera hablar con uno de sus invitados.
I don't exercise a lot these days.	Yo no me ejercito mucho estos dias.
Tom gave Mary a mischievous smile.	Tom le echo a Mary una maliciosa sonrisa.
I can't work with Tom.	No puedo trabajar con Tom.
Why are you in such a bad mood this evening?	¿Por que estas de tan mal humor esta tarde?
I'm sure you're very busy.	Estoy seguro de que estas muy ocupado.
What do you learn English for?	¿Para que aprendes ingles?
Why is everyone looking at me?	¿Por que me mira todo el mundo?
It is true that she teaches French at school.	Es verdad que ella ensena frances en la escuela.
Can I go next?	¿Puedo ser el siguiente?
Tom loves sports events.	Tom ama los eventos deportivos.
My savings are so small that they won't last much longer.	Mis ahorros son tan poco que no duraran mucho mas.
I caught a big fish yesterday.	Atrape un gran pez ayer.
I thought we would have breakfast together.	Pense que desayunariamos juntos.
I let in the cat.	Deje entrar al gato.
It's not a joke.	No es ninguna broma.
When do I get paid?	¿Cuando voy a cobrar?
Tell me you love me.	Dime que me quieres.
I was able to find out his address.	Pude averiguar su direccion.
Fatal errors arise from carelessness.	Errores fatales surgen de la falta de atencion.
I had hardly left home when it began raining.	Apenas habia salido cuando empezo a llover.
Stop patronizing me.	Deja de condescender conmigo.
Write Tom.	Escribe a Tom.
Where are my sunglasses?	¿Donde estan mis lentes de sol?
They turned against Germany.	Ellos se pusieron en contra de Alemania.
What was it that you wanted?	¿Que querias?
Men make houses, women make homes.	Los hombres construyen casas, las mujeres construyen hogares.
I like noodles.	Me gustan los fideos.
Tom had no other choice than to help Mary clean out the stable.	Tom no tuvo mas alternativa que ayudar a Mary a limpiar el establo.
It's on the house.	Invita la casa.
She decided not to attend the meeting.	Ella decidio no asistir a la reunion.
He ran.	El corrio.
You should go to see him.	Deberias ir a verle.
You should be ashamed of your ignorance.	Deberias estar avergonzado de tu ignorancia.
I made several mistakes in the exam.	Cometi algunos errores en el examen.
Send him in.	Mandenlo adentro.
I've done my part.	Ya hice mi parte.
I bought a hybrid.	Compre un hibrido.
Tom can't even write his own name.	Tom no puede escribir ni su propio nombre.
Maybe I should study French.	Quizas deberia estudiar frances.
They're wonderful.	Son maravillosos.
When can I visit you?	¿Cuando puedo visitarlos?
I'm certainly glad to see you.	Celebro mucho verle a usted.
Tom isn't accustomed to walking barefooted.	Tom no esta acostumbrado a caminar a pie descalzo.
I'm used to staying up late.	Estoy acostumbrado a quedarme hasta tarde.
He came early, as he had been asked to do.	Vino temprano, como se le habia pedido.
I cannot follow you.	No puedo seguirte.
What do you mean?	¿Que quiere decir?
The parcel will be kept at the post office until you call for it.	El paquete sera guardado en la oficina de correos hasta que pases a recogerlo.
Here's where they usually have dinner.	Es aqui donde suelen cenar.
That was unexpected.	Fue inesperado.
He's a gentleman.	El es un caballero.
What are your intentions?	¿Cuales son sus intenciones?
Kids like to play.	A los chicos les gusta jugar.
The bowl was perfectly round.	El cuenco era perfectamente redondo.
I assure you Tom will be perfectly safe.	Le aseguro que Tom estara perfectamente a salvo.
He's got terrible handwriting.	Tiene una letra terrible.
He paid no attention to what she said.	No le puso atencion a lo que ella dijo.
I saw Tom with Mary.	Vi a Tom con Mary.
Who does Tom work for?	¿Para quien trabaja Tom?
My grandmother had been sick for a week when I visited her.	Mi abuela habia estado enferma por una semana cuando la visite.
Do you want to know what I would say?	¿Quieres saber lo que yo diria?
Her garden is a work of art.	Su jardin es una obra de arte.
Seize the moment.	Coge el momento.
Read your statement before you sign it.	Lea su declaracion antes de firmarla.
His creditors are after him.	Sus acreedores lo estan buscando.
Tom said he'd be busy on Monday.	Tom dijo que estaria liado el lunes.
Tom doesn't like to speak French.	A Tom no le gusta hablar en frances.
Are you sure you don't want to go?	¿Estas seguro de que no quieres ir?
Tom got engaged to Mary.	Tom se comprometio con Mary.
He insulted our team.	Insulto a nuestro equipo.
She is gentle.	Ella es amable.
He lived alone in the forest.	El vivia solo en el bosque.
I was born and raised in Boston.	Naci y creci en Boston.
She visited him in Boston.	Ella lo visito en Boston.
I don't think you know anything.	No creo que sepas nada.
My shoelaces came undone.	Se me desataron los cordones.
Some day we'll take a trip to India.	Algun dia haremos un viaje a la India.
I want to have a little chat with you about Tom.	Quiero tener una pequena charla contigo sobre Tom.
My cat killed a squirrel.	Mi gato mato una ardilla.
Write your full name.	Escriba su nombre y apellidos.
The wound is healing.	La herida se esta curando.
Are you still at home?	¿Todavia estan en casa?
Does your country have nuclear weapons?	¿Tu pais tiene armas nucleares?
I don't want to go to the hospital.	No quiero ir al hospital.
Are you doing what you think is right?	¿Estas haciendo lo que crees que es correcto?
His wife is one of my friends.	Su esposa es una de mis amigas.
I have a bicycle.	Tengo una bicicleta.
Can you explain it to me?	¿Me lo podria explicar?
He died recently.	El murio recientemente.
They never tell a lie.	Ellos no mienten nunca.
Would you mind if I drank the rest of the milk?	¿Te importaria si me tomo el resto de la leche?
Fossil fuels won't be available forever.	Los combustibles fosiles no estaran disponibles para siempre.
I arrived at Narita the day before yesterday.	Llegue anteayer a Narita.
This book is small.	Este libro es pequeno.
I enjoy sipping on a margarita with salt around the rim.	Me gusta tomar a sorbos un margarita con sal al borde del vaso.
I'm trying to figure out a solution.	Estoy pensando en una solucion.
There used to be a castle on the hill.	Antes habia un castillo en la colina.
Give me a full glass of water.	Deme usted un vaso lleno de agua.
As soon as she saw me, she started to cry.	En cuanto me vio, ella empezo a llorar.
The dog was so clever that he seemed almost human.	El perro era tan inteligente que casi parecia humano.
The weather was very good today.	Hoy hace muy buen tiempo.
Which did you eat, fish or meat?	¿Que comiste, pescado o carne?
He has a black shirt.	Tiene una camisa negra.
It may break.	Puede que se rompa.
I do as little as I can to get by.	Hago lo minimo que puedo para salir adelante.
