Tom has two girlfriends.	Tom tiene dos novias.
He could not sleep because of the heat.	El no podia dormir por causa del calor.
It's awfully cold this evening.	Esta tarde hace muchisimo frio.
A child today would not do that.	Un nino de ahora no haria eso.
Tom doesn't know who Mary is.	Tom no sabe quien es Mary.
New York is a huge city.	Nueva York es una ciudad enorme.
We see what we expect to see.	Vemos lo que queremos ver.
Have you handed in your homework?	¿Entregaste tu tarea?
You look European.	Luces europeo.
My robot's name is Multi.	Mi robot se llama Multi.
It is time you went to school.	Es hora de que te vayas al colegio.
This word comes from Latin.	Esta palabra viene del latin.
Oh, by the way, I have something for you.	Oh, por cierto, tengo algo para ti.
She may not be aware of the danger.	Ella puede no estar consciente del peligro.
Are you going to take part in the contest?	¿Vas a participar en el concurso?
He got into bed.	Se metio en la cama.
I've sometimes taken time off work to watch the Super Bowl.	A veces he pegado un vistazo a la Super Bowl durante el trabajo.
Paris is one of the biggest cities in the world.	Paris es una de las ciudades mas grandes del mundo.
You're like me.	Son como yo.
Put those cushions on the couch.	Ponga esos cojines en el divan.
Tom isn't here anymore.	Tom ya no esta aqui.
Tom's singing.	Tom esta cantando.
I think this is a terrific idea.	Creo que es una idea magnifica.
I go to school with Tom.	Voy a la escuela con Tom.
The joke is on Tom.	La broma fue a costa de Tom.
I do not like to perform in front of others.	No me gusta actuar delante de otros.
Tom got embarrassed.	Tomas se avergonzo.
You can't come in with this.	No puedes entrar con esto.
Tom broke into Mary's car and stole what was hidden under the driver's seat.	Tom se metio al auto de Mary y se robo lo que estaba escondido bajo el asiento del chofer.
I asked her to wait a minute.	Le pedi que esperara un momento.
Eating between meals is a bad habit.	'Picotear' entre comidas es un mal habito.
I live near the dike.	Vivo cerca del dique.
We miss you and are really looking forward to you being here.	Te echamos de menos y estamos ansiosos por tenerte aqui.
You must read this book.	Debes leer este libro.
I ate dinner last night, but I don't think Tom did.	Yo cene anoche, pero no creo que Tom cenara.
What she says may be true.	Lo que ella dice podria ser verdad.
She leaned against his shoulder.	Ella se reclino sobre su hombro.
He is about thirty.	El tiene unos treinta anos.
You're still wrong.	Aun estas equivocado.
I can't be seen with you.	No pueden verme contigo.
Are you busy tomorrow afternoon?	¿Estais ocupados manana por la tarde?
Where can I find him?	¿Donde lo encuentro?
I'm by no means angry with you.	No estoy de ningun modo molesto contigo.
What you need the most now is courage.	Lo que mas necesitas ahora es valor.
Tom wondered the same thing.	Tom se preguntaba lo mismo.
You are always complaining.	Siempre os estais quejando.
I visited my father's grave.	Visite la tumba de mi padre.
I wonder if the plane will arrive on time.	Me pregunto si el avion llegara a tiempo.
I don't want to wait until tomorrow.	No quiero esperar hasta manana.
The telephone is ringing. If you want, I'll answer it.	El telefono esta sonando. Si quieres, contesto yo.
Tom eats the same food day in and day out.	Tom come la misma comida dia tras dia.
They're Canadians.	Ellos son canadienses.
You need a key to open the box.	Necesitas una llave para abrir la caja.
I was raised by Tom and Mary.	Fui criada por Tom y Mary.
Children really like playing on the beach.	A los ninos les encanta jugar en la playa.
He screwed up his courage and proposed to her.	El reunio valor y se declaro a ella.
Tom doesn't like summer. He says it's too hot.	A Tom no le gusta el verano. Dice que es demasiado caluroso.
What did you do with your camera?	¿Que hiciste con tu camara?
Are you hurt?	¿Estas herida?
I've made a lot of friends since I entered college.	Me hice de muchos amigos desde que entre a la universidad.
I leave in the morning.	Salgo en la manana.
It is a privilege to meet you.	Es un privilegio conocerte.
When can we see each other again?	¿Cuando podemos vernos otra vez?
I've run out of patience.	Se me ha agotado la paciencia.
We must adapt to today's harsh realities.	Tenemos que adaptarnos a la dura realidad actual.
He plays very well.	Juega muy bien.
Tom splashed water on his face.	Tom se salpico agua en su cara.
I'm sorry, but I'm busy right now.	Lo siento pero en este momento estoy ocupado.
They'll be OK.	Estaran bien.
What is your favorite color?	¿Cual es tu color favorito?
Tom hid himself behind the curtain.	Tom se oculto detras de la cortina.
This is the last time I'm going to tell you this.	Esta es la ultima vez que te voy a decir esto.
This vacuum cleaner makes a lot of noise.	Esta aspiradora es muy ruidosa.
Would you like half a chicken?	¿Quiere usted medio pollo?
They're going to have a baby.	Van a ser papas.
Tom is not a lazy boy. As a matter of fact, he works hard.	Tom no es vago. De hecho, trabaja mucho.
That man is Tom.	Ese hombre es Tomas.
Don't make noise.	No hagas ruido.
He's always asking silly questions.	El siempre hace preguntas tontas.
Tom hasn't complained of any discomfort.	Tom no se ha quejado de alguna incomodidad.
He lives in that house over there.	El vive en esa casa de alli.
Never work on electrical wiring without unplugging it; it's a bad idea. I know from experience.	Jamas trabajes con cableado electrico sin desconectarlo; es una mala idea. Lo se por experiencia.
The birds in the cage are canaries.	Los pajaros en la jaula son canarios.
Burj Khalifa is currently the tallest skyscraper in the world.	Actualmente el Burj Khalifa es el rascacielo mas alto del mundo.
He hasn't said a word.	No ha dicho ni una palabra.
Tom owes Mary 300 dollars.	Tom le debe a Mary 300 dolares.
The club has thirty members.	El club cuenta con treinta miembros.
This movie is worth watching.	Vale la pena ver esta pelicula.
She doesn't understand me, either.	Ella tampoco me entiende.
Have you gone completely mad?	¿Te has vuelto completamente loco?
Are you sure you haven't forgotten anything?	¿Estas seguro de no haber olvidado nada?
Has he come?	¿Ha venido?
Her teacher praised her.	Su profesor la elogio.
Did you see anybody there?	¿Viste a alguien alli?
Tom told me that I should eat at that restaurant.	Tom me dijo que deberia comer en ese restaurante.
It's already eleven o'clock. I must be leaving now.	Ya son las once en punto. Debo irme ahora.
What happened to my bag?	¿Que paso con mi bolso?
Just be glad you're OK.	Nada mas alegrate de que estes bien.
He got up at eight in the morning.	El se levanto a las ocho de la manana.
Where do you want me to put this?	¿Donde quieres que ponga esto?
Tom is picky.	Tomas es manoso.
Wait up.	Esperame despierto.
He wants to speak.	El quiere hablar.
The train runs every thirty minutes.	El tren pasa cada treinta minutos.
You never believed me.	Nunca me creiste.
Tom was trying to escape.	Tom estaba intentando escapar.
Spain controlled Florida.	Espana controlaba Florida.
He will return from Europe soon.	Volvere de Europa pronto.
Tom has complete faith in Mary.	Tom tiene plena fe en Mary.
I'm learning to speak French.	Estoy aprendiendo a hablar frances.
His departure means that there will be peace in the house.	Su partida significa que habra paz en la casa.
This place gives me the creeps.	Este lugar me da escalofrios.
I'll check your vision.	Revisare su vista.
Tom got a grip on his emotions.	Tom tiene control sobre sus emociones.
The Czar was overthrown.	El Cesar fue derrocado.
Let me know as soon as he comes.	En cuanto llegue, aviseme.
I would like some fish.	Querria algo de pescado.
The rear-view mirror fell off.	El espejo retrovisor se cayo.
He is an executive in an insurance company.	Es un ejecutivo en una compania de seguros.
Why are you always whining?	¿Por que siempre te estas quejando?
I am getting married to the most beautiful girl in town.	Me voy a casar con la chica mas guapa de la ciudad.
Translate this book into English.	Traduce este libro al ingles.
Do we know each other?	¿Acaso nos conocemos?
She knows the truth.	Ella sabe la verdad.
Do people drink tea in your country?	¿La gente bebe te en tu pais?
I am sure of his passing the examination.	Estoy seguro de que el aprobara el examen.
What's happening here at 2:30?	¿Que va a pasar aqui a las dos y media?
I wonder what all of them have in common.	Me pregunto que tienen en comun todos ellos.
I want a personal computer.	Yo quiero un computador personal.
I can't imagine my life without you.	No puedo imaginar mi vida sin vos.
The ice is too hard to crack.	El hielo esta demasiado duro para quebrarlo.
They have had no rain in Africa for more than a month.	En Africa no ha llovido en absoluto desde hace mas de un mes.
It's very hot here.	Hace mucho calor aqui.
Tom had a chance to meet Mary in Boston.	Tom tuvo la oportunidad de encontrarse con Mary en Boston.
Dogs that bark a lot usually aren't dangerous.	Los perros que ladran mucho por lo general no son peligrosos.
Dad gave me a computer game.	Papa me dio un juego de ordenador.
He earns his living by teaching.	El se gana la vida en la ensenanza.
Where did you study?	¿Donde estudiaron ustedes?
There are no dinosaurs or mammoths to be found now.	Ya no quedan dinosaurios o mamuts por encontrar.
I'd like to talk to you when you have some free time.	Me gustaria hablar con vos cuando tengas un tiempo libre.
Who was invited to the party?	¿A quien invitaron a la fiesta?
I can't come with Tom.	No puedo ir con Tom.
There're no lights.	No hay luces.
Do you have attacks of dizziness?	¿Tiene usted ataques de vertigo?
Let's buy this one.	Compremos este.
We're prisoners.	Somos prisioneros.
There is a big supermarket in my neighborhood.	En mi barrio hay un gran supermercado.
I just can't get used to this.	Simplemente no logro acostumbrarme.
It's rude to talk during a concert.	Es grosero conversar en medio de un concierto.
Can you tell butter from margarine?	¿Sabes distinguir la mantequilla de la margarina?
I don't know where he comes from.	No se de donde viene.
I would like to have a look at your collection of stamps.	Me gustaria echar un vistazo a tu coleccion de sellos.
Tom and Mary sat together on the bus.	Tom y Maria se sentaron juntos en el bus.
I'm not going to your house.	No voy a tu casa.
Tom knew Mary wouldn't let him down.	Tom sabia que Mary no lo defraudaria.
We learn to read and write.	Aprendemos a leer y a escribir.
Can we turn the TV off?	¿Podemos apagar la TV?
I thought you were good at math.	Pense que eras bueno con las matematicas.
Come to watch us play music sometime.	Ven a vernos tocar musica alguna vez.
The structure isn't strong enough to support so much weight.	La estructura no es lo suficientemente fuerte como para soportar tanto peso.
What is he up to now?	¿Que trama ahora?
He used to get up early when he was young.	El solia levantarse temprano cuando era joven.
You didn't sing, did you?	No has cantado, ¿verdad?
I don't understand what you mean.	No entiendo lo que quiere decir.
Why are you so tired today?	¿Por que estais tan cansados hoy?
He did everything he could for his child.	El hizo todo lo que pudo por sus hijos.
Tom and Mary talked about what they should do with the money.	Tom y Maria hablaron sobre lo que deberian hacer con el dinero.
Some topics are timeless.	Algunos temas son eternos.
Put all the boxes in their place.	Coloca todas las cajas en su sitio.
I'll take you there.	Te llevare alli.
Tom always complains, doesn't he?	Tom siempre se queja, ¿no?
Where is the bus?	¿Donde esta el colectivo?
Winter is coming soon.	El invierno se acerca.
My friend was arrested for speeding.	A mi amigo lo arrestaron por exceso de velocidad.
War concerns us all.	La guerra nos concierne a todos.
I wonder who she is.	Me pregunto quien es ella.
Let's go to Boston.	Vayamos a Boston.
I don't care for wine.	No me gusta el vino.
