Tom has two girlfriends.	Tom tiene dos novias.
I'll scold him.	Lo reganare.
It was colder yesterday than today.	Ayer hizo mas frio que hoy.
Extraordinary claims require extraordinary evidence.	Afirmaciones extraordinarias requieren evidencias extraordinarias.
Japan imports oranges from California.	Japon importa naranjas desde California.
Can you do it in one day?	¿Puedes hacerlo en un solo dia?
This bomb can kill a lot of people.	Esta bomba puede matar a mucha gente.
There is nothing for you to be afraid of.	No hay nada que temer.
Tom claimed that he didn't kill anybody.	Tom alego no haber matado a nadie.
I don't have much money.	No tengo mucha plata.
I didn't remember to do that.	No recorde hacer eso.
I'm going to chock the wheels so the car won't move.	Voy a calzar las ruedas para que no se mueva el coche.
Read the bottom of the page.	Lee el final de la pagina.
The bird was covered with white feathers.	El pajaro estaba cubierto de plumas blancas.
Can you believe it? He's even lazier than me.	¿Te lo puedes creer? El es todavia mas vago que yo.
Tom doesn't listen to me.	Tomas no me escucha.
Tom will probably tell Mary to look out the window.	Tom probablemente le dira a Mary que mire por la ventana.
Play your cards right and Tom might invite you to his party.	Juega bien tus cartas y Tom te podria invitar a su fiesta.
The guests wished the happy couple a long and prosperous life.	Los invitados desearon a la feliz pareja una larga y prospera vida.
He's a strange guy.	El es un tipo extrano.
He is too old.	El es demasiado viejo.
I belong to the rugby football club.	Pertenezco al club de rugby.
I'm not familiar with that subject.	No estoy familiarizado con ese tema.
He did what his conscience dictated.	Hizo lo que le dicto su consciencia.
Tom was bitten by a bat.	Un murcielago mordio a Tom.
What's wrong with those?	¿Que tienen esos de malo?
Tom got sick.	Tom se enfermo.
Are you sure you don't want something a little smaller?	¿Estas seguro de que no quieres algo un poco mas pequeno?
Tom needs a change.	Tom necesita un cambio.
He was the first person to arrive.	El fue la primera persona en llegar.
Did you really bake the pie by yourself?	¿De verdad horneaste la tarta tu misma?
He pushed past me.	El me empujo al pasar.
I didn't say Tom wasn't involved.	No dije que Tom no estuviera involucrado.
Tom threw something at me and I ducked.	Tom me arrojo algo y yo me agache.
You should assume that Tom won't help us at all.	Deberias suponer que Tom no nos va a prestar ninguna ayuda.
She volunteered to go to the meeting with him.	Ella se ofrecio para ir a la reunion con el.
I copied in my notebook whatever he wrote on the blackboard.	Copie en mi cuaderno lo que el escribio en la pizarra.
I'm going to watch a scary movie.	Voy a ver una pelicula de terror.
This isn't so difficult.	Eso no es tan dificil.
It's the same every time.	Es siempre lo mismo.
Don't shoot!	¡No dispareis!
I don't like this type of house.	No me gusta este tipo de casa.
Tom doesn't know who painted that picture.	Tom no sabe quien pinto aquel cuadro.
Would you mind if I ask you a question?	¿Le importa que le haga una pregunta?
Tom has a cottage by the sea.	Tom tiene una casa de campo junto al mar.
I've learned my lesson.	He aprendido la leccion.
Tom unlocked the door and entered the office.	Tom abrio la puerta y entro a la oficina.
He wants to go to America.	Quiere ir a los Estados Unidos.
Tom doesn't even talk to Mary anymore.	Tom ya ni siquiera le habla a Mary.
My friend is seventeen.	Mi amigo tiene diecisiete anos.
My mother is in the kitchen.	Mi madre esta en la cocina.
It's not very windy today.	No hace demasiado viento hoy.
I am to take over my father's business.	Voy a heredar el negocio de mi padre.
I stay in Osaka.	Me quedo en Osaka.
She seemed to be suffering a heart attack.	Ella parecia estar sufriendo un ataque al corazon.
He cut down a tree in his garden.	El talo un arbol en su jardin.
Nobody came to the party.	Nadie vino a la fiesta.
I wish I were in Paris now.	Me gustaria estar en Paris en este momento.
Tom and Mary have three daughters.	Tom y Maria tienen tres hijas.
I'm absolutely furious.	Estoy totalmente furioso.
That's why some veterans never wanted to talk about the war.	Es por eso que algunos veteranos nunca quisieron hablar de la guerra.
My father is sweeping the garage.	Mi papa esta barriendo la cochera.
You are deranged.	Eres un perturbado mental.
We must decide when to start.	Tenemos que decidir cuando empezamos.
Tom didn't bring the matter up at the meeting this morning.	Tom no saco el tema en la reunion de esta manana.
She likes all of us.	A ella le gustamos todos.
She made me smile.	Me hizo sonreir.
I don't care for him.	El no me interesa.
The pain of losing a child is indescribable.	Es indescriptible el dolor de perder un hijo.
It is impossible for you to do so.	Eres incapaz de hacer eso.
I need coffee.	Necesito cafe.
I know it was Tom.	Se que fue Tom.
Tom said he needed money.	Tom dijo que necesitaba dinero.
Who are you going to eat dinner with?	¿Con quien vas a cenar?
May I hang up your coat?	¿Puedo colgar tu abrigo?
Add a little more milk to my tea, please.	Ponle un poco mas de leche a mi te, por favor.
They were not in class yesterday.	Ellos no estuvieron en clases ayer.
Just tell me what you want me to do.	Solo dime que quieres que haga.
You should've kissed Tom.	Deberias haber besado a Tom.
He's very fond of walking.	Es muy aficionado a caminar.
I always leave my umbrella on the train.	Siempre se me olvida mi paraguas en el tren.
Poyang Lake is the largest freshwater lake in China.	El lago Poyang es el lago de agua dulce mas grande en China.
We're leaving Boston.	Nos vamos de Boston.
He said nothing, which made her angry.	El no dijo nada, lo cual le hizo enfadar.
Tom is a good student, isn't he?	Tom es buen estudiante ¿no?
You read my mind.	Me lees la mente.
She greeted me with a smile.	Ella me recibio con una sonrisa.
Tom has secretly been contacting Mary.	Tom ha estado contactando a Mary en secreto.
Get out of here immediately!	¡Sal de aqui inmediatamente!
You have the same racket as I have.	Tienes la misma raqueta que tengo yo.
My TV has quit working.	Mi televisor dejo de funcionar.
Tom pulled the trigger.	Tom apreto el gatillo.
Tom wanted to get out of the car and walk.	Tom queria salir del auto y caminar.
Over 100 tons of dust and sand-sized particles bombard the earth every day from space, most of which goes unnoticed.	Mas de 100 toneladas de polvo y particulas del tamano de un grano de arena bombardean la Tierra todos los dias desde el espacio, la mayoria de las cuales pasa desapercibida.
There's no way to win.	No hay manera de ganar.
A man with a full belly thinks no one is hungry.	Un hombre con la barriga llena piensa que nadie esta hambriento.
He puts ten dollars aside every week.	El ahorra 10 dolares cada semana.
I didn't know you could do that.	No sabia que pudieras hacer eso.
I don't want to go home.	No quiero volver a casa.
A cab is waiting.	Hay un taxi esperando.
I want to do some shopping around here.	Quiero comprar un par de cosas por aqui.
I think it's the smart thing to do.	Creo que es lo mas inteligente que se pueda hacer.
He sat in front of me.	El se sento delante de mi.
Tom was covered with sweat.	Tom estaba cubierto de sudor.
Tom and Mary exchanged glances with each other.	Tom y Mary intercambiaron miradas.
I was overconfident.	Fui vanidoso.
It might rain. We should take an umbrella.	Puede que llueva. Mejor llevemos un paraguas.
Tom wants to marry me.	Tom quiere casarse conmigo.
His face turned pale on hearing the news.	Cuando oyo la noticia se quedo blanco.
I'm going to register these letters.	Voy a certificar estas cartas.
I don't believe such things exist.	No creo que tales cosas existan.
He's not working much at the moment.	No esta trabajando mucho ahora.
Tom always says that.	Tom siempre dice eso.
When I was about to leave my house, I got a telephone call from her.	Cuando estaba por salir de casa, recibi una llamada de ella.
I don't understand German at all.	No entiendo absolutamente nada de aleman.
I'd like to eat something light.	Me gustaria comer algo ligero.
I don't know which to choose.	No se cual elegir.
She is a genius.	Ella es un genio.
Tom doesn't seem to know what he wants.	Tom, al parecer, no sabe lo que quiere.
Is it something important?	¿Hay algo importante?
Tom thinks that Mary drinks too much coffee.	Tom piensa que Mary bebe demasiado cafe.
It helped me a lot.	Me ha ayudado mucho.
Bread is made from flour, water and yeast.	El pan se hace con harina, agua y levadura.
Smoking isn't allowed in this restaurant.	No se permite fumar en este restaurante.
I'll keep trying.	Voy a seguir intentando.
I don't want to do it because it's dangerous and it's stupid.	No quiero hacerlo porque es peligroso y tonto.
I didn't mean to frighten you.	No pretendia asustarte.
Do you regard the situation as serious?	¿Consideras que la situacion es seria?
I've lost my lunch money.	He perdido el dinero del almuerzo.
Mary is Tom's aunt.	Mary es la tia de Tom.
The soldier ran.	El soldado corrio.
Slow down.	Quieto.
You won't believe this!	¡No van a creer esto!
Why didn't you think of that before?	¿Por que no pensaron en eso antes?
I know when someone's lying to me.	Yo se cuando alguien me esta mintiendo.
Stand in line.	Parense en linea.
He ate rice twice a day for many years.	El ha comido arroz dos veces al dia durante muchos anos.
It will be raining at this time tomorrow.	Manana a estas horas estara lloviendo.
I can help you.	Puedo ayudarte.
I'm looking forward to seeing Tom.	Estoy ansioso por ver a Tom.
This task is too much for him.	Esta tarea es demasiado para el.
Tom didn't realize Mary was so rich.	Tom no comprendia que Mary era tan rica.
Tom regrets having been rude to Mary.	Tom esta arrepentido de haber sido grosero con Mary.
How many languages do you speak?	¿Cuantos lenguajes hablas tu?
I don't play the oboe.	No toco el oboe.
Tom knows it was a mistake.	Tom sabe que fue un error.
Tom got off his stool.	Tom se bajo de su taburete.
You can visit me tomorrow.	Podras visitarme manana.
How about a cup of coffee?	¿Quisiera una taza de cafe?
Look at that!	¡Mira eso!
Tom wants to eat fried rice.	Tom quiere comer arroz frito.
It is important that you should be punctual.	Es importante que sea puntual.
I don't like such sports as boxing and hockey.	No me gustan los deportes tales como el boxeo y el hockey.
There's no wind today.	Hoy no hace viento.
Tom fell down and hurt himself.	Tom cayo y se hizo dano.
Those two guitars are very similar.	Esas dos guitarras se parecen mucho.
I asked my father to buy this toy.	Le pedi a mi padre que comprara este juguete.
Tom asked Mary if she knew John.	Tom le pregunto a Mary si conocia a John.
He invested a lot of money in stocks.	El invirtio mucho dinero en acciones.
It's not as easy as you think.	No es tan facil como crees.
He's strong.	El es fuerte.
Don't leave them alone.	No los dejeis solos.
Well, that's a big surprise.	Bueno, eso es una gran sorpresa.
Tom didn't do the dishes.	Tom no lavo los platos.
It is hot in this room.	Hace calor en esta sala.
How many times a month do you write letters?	¿Cuantas veces al mes escribes una carta?
They must have arrived home by this time.	Deben haber llegado a casa sobre esta hora.
I do things in my own way.	Hago las cosas a mi manera.
You look stupid.	Pareces idiota.
You came here because you wanted to know the truth.	Viniste aqui porque querias saber la verdad.
Answer the question.	Responde la pregunta.
I am new here.	Soy nuevo aqui.
I'm aware of that.	Soy consciente de eso.
That child threw a stone at the dog.	Ese nino tiro una piedra al perro.
Tom is the only boy Mary knows who is afraid of rabbits.	Tom es el unico chico que Mary conoce que le tiene miedo a los conejos.
Is your school far from your home?	¿Tu colegio esta lejos de tu casa?
